Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
573390,23355,HOT WATER BOTTLE KEEP CALM,4.0,2011-10-30 14:53:00,4.95,17213.0,United Kingdom
553141,22276,WASH BAG VINTAGE ROSE PAISLEY typoo,1.0,,2.55,15907.0,United Kingdom
567145,21080,SET/20 RED RETROSPOT PAPER NAPKINS,12.0,2011-09-16 15:09:00,0.85,12921.0,United Kingdom
580669,84991,60 TEATIME FAIRY CAKE CASES,24.0,2011-12-05 14:25:00,0.55,15159.0,United Kingdom
540698,21166,COOK WITH WINE METAL SIGN,48.0,2011-01-11 09:24:00,2.21,17450.0,United Kingdom
572082,22998,TRAVEL CARD WALLET KEEP CALM,24.0,2011-10-20 14:18:00,0.42,17672.0,United Kingdom
556827,23082,SET 6 PAPER TABLE LANTERN HEARTS,6.0,2011-06-15 10:29:00,3.75,15134.0,United Kingdom
579676,35970,ZINC FOLKART SLEIGH BELLS,24.0,2011-11-30 13:13:00,1.69,17502.0,United Kingdom
538638,22222,CAKE PLATE LOVEBIRD WHITE,1.0,2010-12-13 14:16:00,4.95,17231.0,United Kingdom
564733,22893,MINI CAKE STAND T-LIGHT HOLDER,10.0,2011-08-28 13:18:00,0.42,17841.0,United Kingdom
568331,22768,FAMILY PHOTO FRAME CORNICE,2.0,2011-09-26 14:25:00,9.95,16600.0,United Kingdom
575739,23197,SKETCHBOOK MAGNETIC SHOPPING LIST bad_value,1.0,2011-11-11 09:05:00,3.29,,United Kingdom typoo
578678,79321,CHILLI LIGHTS,24.0,2011-11-24 19:59:00,4.95,17841.0,United Kingdom
560876,22816,CARD MOTORBIKE SANTA,12.0,2011-07-21 15:14:00,0.42,12626.0,Germany
581168,22165,"DIAMANTE HEART SHAPED WALL MIRROR,",6.0,2011-12-07 14:52:00,3.95,16779.0,United Kingdom
575516,84997B,CHILDRENS CUTLERY RETROSPOT RED ###,4.0,,4.15,17340.0,United Kingdom @@@
567175,23402,HOME SWEET HOME 3 PEG HANGER @@@,1.0,2011-09-18 13:38:00,3.75,13067.0,United Kingdom
545085,20713,JUMBO BAG OWLS,10.0,2011-02-28 11:19:00,117.0,15039.0,United Kingdom
554512,21246,RED RETROSPOT BIG BOWL,2.0,2011-05-24 15:54:00,4.13,,United Kingdom
546982,22244,3 HOOK HANGER MAGIC GARDEN,1.0,,1.95,15483.0,United Kingdom
559098,21166,COOK WITH WINE METAL SIGN,192.0,2011-07-06 11:02:00,1.85,16029.0,United Kingdom
571054,22922,FRIDGE MAGNETS US DINER ASSORTED,6.0,2011-10-13 13:58:00,0.85,14234.0,United Kingdom
541497,22317,FIVE CATS HANGING DECORATION,3.0,2011-01-18 15:19:00,2.46,,United Kingdom
564974,20982,12 PENCILS TALL TUBE SKULLS,1.0,2011-08-31 15:32:00,1.63,,United Kingdom
571713,22713,CARD I LOVE LONDON,1.0,2011-10-18 16:58:00,0.83,,United Kingdom
571034,23171,REGENCY TEA PLATE GREEN,12.0,2011-10-13 12:47:00,1.65,12359.0,Cyprus
567170,22616,PACK OF 12 LONDON TISSUES,1.0,2011-09-18 12:40:00,0.39,13566.0,United Kingdom
566735,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2.0,2011-09-14 14:19:00,2.95,15707.0,United Kingdom
568987,47566,PARTY BUNTING @@@,8.0,2011-09-29 15:58:00,4.95,12709.0,Germany @@@
548319,22168,ORGANISER WOOD ANTIQUE WHITE,2.0,2011-03-30 12:48:00,8.5,14180.0,United Kingdom
562716,23206,LUNCH BAG APPLE DESIGN,20.0,,1.65,14257.0,United Kingdom typoo
554996,21668,RED STRIPE CERAMIC DRAWER KNOB,6.0,2011-05-29 14:28:00,1.25,16407.0,United Kingdom
580662,21810,CHRISTMAS HANGING STAR WITH BELL,48.0,2011-12-05 13:58:00,0.39,15856.0,United Kingdom @@@
552659,21671,RED SPOT CERAMIC DRAWER KNOB @@@,4.0,2011-05-10 15:03:00,3.29,,United Kingdom
539333,22113,GREY HEART HOT WATER BOTTLE,4.0,2010-12-17 09:52:00,3.75,13627.0,United Kingdom
563743,46776F,WOVEN ROSE GARDEN CUSHION COVER ###,2.0,,4.95,12828.0,United Kingdom mixed_CASE
575177,21851,LILAC DIAMANTE PEN IN GIFT BOX,1.0,2011-11-08 18:41:00,8.29,,United Kingdom
556714,22384,LUNCH BAG PINK POLKADOT,100.0,2011-06-14 10:49:00,1.45,14680.0,United Kingdom
562096,22316,200 BENDY SKULL STRAWS,1.0,2011-08-02 13:16:00,1.25,15311.0,United Kingdom
555923,22457,NATURAL SLATE HEART CHALKBOARD ???,1.0,2011-06-07 17:09:00,5.79,,United Kingdom
578065,22468,BABUSHKA LIGHTS STRING OF 10,1.0,2011-11-22 15:41:00,13.29,,United Kingdom
566207,23229,VINTAGE DONKEY TAIL GAME,72.0,2011-09-09 15:02:00,2.62,12830.0,United Kingdom
549681,21915,RED  HARMONICA IN BOX ###,24.0,,1.25,13881.0,United Kingdom typoo
542584,84378,SET OF 3 HEART COOKIE CUTTERS,4.0,2011-01-28 15:21:00,1.25,18016.0,United Kingdom
550496,22907,PACK OF 20 NAPKINS PANTRY DESIGN,2.0,2011-04-18 15:05:00,1.63,,United Kingdom
543734,22690,DOORMAT HOME SWEET HOME BLUE,4.0,2011-02-11 12:22:00,7.95,17512.0,United Kingdom
571640,84378,SET OF 3 HEART COOKIE CUTTERS,60.0,2011-10-18 12:01:00,1.45,17203.0,United Kingdom
580367,22716,CARD CIRCUS PARADE,1.0,2011-12-02 16:39:00,0.83,,United Kingdom
566194,21976,PACK OF 60 MUSHROOM CAKE CASES,1.0,2011-09-09 13:42:00,0.55,14711.0,United Kingdom
561862,21584,RETROSPOT SMALL TUBE MATCHES,1.0,2011-07-31 10:38:00,1.65,15569.0,United Kingdom
565840,23123,COCKTAIL SWORDS 50 PIECES,1.0,2011-09-07 12:02:00,1.63,,United Kingdom ###
554016,22385,JUMBO BAG SPACEBOY DESIGN,2.0,2011-05-20 13:14:00,2.08,13243.0,United Kingdom
566709,21213,PACK OF 72 SKULL CAKE CASES,120.0,2011-09-14 11:58:00,0.42,16745.0,United Kingdom
549262,22129,PARTY CONES CANDY TREE DECORATION bad_value,6.0,,0.85,14465.0,United Kingdom INVALID
542268,22029,SPACEBOY BIRTHDAY CARD,12.0,2011-01-27 08:30:00,0.42,15358.0,United Kingdom
551152,21213,PACK OF 72 SKULL CAKE CASES,2.0,2011-04-26 14:47:00,0.55,13230.0,United Kingdom
538844,21258,VICTORIAN SEWING BOX LARGE,8.0,,10.95,14680.0,United Kingdom INVALID
543653,22423,REGENCY CAKESTAND 3 TIER,1.0,2011-02-11 10:26:00,12.75,14796.0,United Kingdom
569254,84596F,SMALL MARSHMALLOWS PINK BOWL,1.0,2011-10-03 11:00:00,0.42,18116.0,United Kingdom
538071,21524,DOORMAT SPOTTY HOME SWEET HOME,1.0,2010-12-09 14:09:00,14.43,,United Kingdom ???
575887,48187,DOORMAT NEW ENGLAND INVALID,4.0,,8.25,17243.0,United Kingdom
547102,21982,PACK OF 12 SUKI TISSUES,24.0,2011-03-21 10:41:00,0.29,14245.0,United Kingdom
548160,84879,ASSORTED COLOUR BIRD ORNAMENT INVALID,16.0,2011-03-29 13:33:00,1.69,16253.0,United Kingdom typoo
556318,22748,POPPY'S PLAYHOUSE KITCHEN,24.0,2011-06-10 10:49:00,2.1,16767.0,United Kingdom
570116,23322,LARGE WHITE HEART OF WICKER,3.0,2011-10-07 12:38:00,2.95,12856.0,United Kingdom
557937,22662,LUNCH BAG DOLLY GIRL DESIGN,1.0,2011-06-23 15:30:00,4.13,,United Kingdom
569383,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,48.0,2011-10-03 16:46:00,0.42,15159.0,United Kingdom
572243,21682,LARGE MEDINA STAMPED METAL BOWL,4.0,2011-10-21 15:43:00,4.95,17361.0,United Kingdom
544474,22969,HOMEMADE JAM SCENTED CANDLES ???,12.0,,1.45,12423.0,Belgium ???
542867,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,2.0,,2.95,,United Kingdom
564837,21755,LOVE BUILDING BLOCK WORD,2.0,2011-08-30 12:40:00,12.46,,United Kingdom
565847,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,3.0,2011-09-07 12:44:00,10.79,,United Kingdom bad_value
559112,23322,LARGE WHITE HEART OF WICKER,4.0,2011-07-06 11:59:00,2.95,17315.0,United Kingdom
552232,21242,RED RETROSPOT PLATE,1.0,2011-05-06 15:54:00,3.29,,United Kingdom
558035,23240,SET OF 4 KNICK KNACK TINS DOILEY typoo,6.0,,4.15,15258.0,United Kingdom INVALID
577595,21931,JUMBO STORAGE BAG SUKI,1.0,2011-11-20 16:12:00,2.08,16399.0,United Kingdom
576075,15036,ASSORTED COLOURS SILK FAN,12.0,2011-11-13 16:16:00,0.83,15861.0,United Kingdom
541430,21114,LAVENDER SCENTED FABRIC HEART,40.0,2011-01-18 09:50:00,1.25,12356.0,Portugal
537609,22730,ALARM CLOCK BAKELIKE IVORY,8.0,,3.75,17675.0,United Kingdom
541950,22588,CARD HOLDER GINGHAM HEART,6.0,2011-01-24 12:13:00,2.55,15498.0,United Kingdom
571824,23514,EMBROIDERED RIBBON REEL SALLY,6.0,2011-10-19 11:49:00,2.08,12472.0,Germany
562779,23147,SINGLE ANTIQUE ROSE HOOK IVORY ###,1.0,,1.45,17841.0,United Kingdom ???
56721100.000,22189,CREAM HEART CARD HOLDER,3.0,2011-09-19 11:02:00,3.95,14159.0,United Kingdom
564735,90098,NECKLACE+BRACELET PINK BUTTERFLY @@@,1.0,,2.55,15856.0,United Kingdom ???
557758,22988,SOLDIERS EGG CUP,4.0,2011-06-22 13:28:00,1.25,17585.0,United Kingdom
536876,21446,12 RED ROSE PEG PLACE SETTINGS,1.0,2010-12-03 11:36:00,2.51,,United Kingdom
558563,23322,LARGE WHITE HEART OF WICKER,12.0,2011-06-30 13:43:00,2.95,14561.0,United Kingdom
579777,22738,RIBBON REEL SNOWY VILLAGE,1.0,2011-11-30 15:13:00,3.29,,United Kingdom
551340,22675,FRENCH KITCHEN SIGN BLUE METAL @@@,10.0,,1.25,,United Kingdom ###
537214,17003,BROCADE RING PURSE,720.0,2010-12-05 15:35:00,0.16,16422.0,United Kingdom
574691,23138,SINGLE WIRE HOOK IVORY HEART bad_value,3.0,,1.45,14174.0,United Kingdom typoo
551531,22629,SPACEBOY LUNCH BOX,3.0,2011-05-01 13:45:00,1.95,15376.0,United Kingdom
559162,23307,SET OF 60 PANTRY DESIGN CAKE CASES,3.0,2011-07-06 16:29:00,1.25,,United Kingdom
567211,21992,VINTAGE PAISLEY STATIONERY SET typoo,1.0,,1.25,14159.0,United Kingdom INVALID
541592,85035C,ROSE 3 WICK MORRIS BOX CANDLE ###,4.0,2011-01-19 15:08:00,3.29,,United Kingdom ???
546891,90158,ST TROPEZ NECKLACE typoo,1.0,2011-03-17 18:18:00,4.98,,United Kingdom
573183,22091,EMPIRE TISSUE BOX,15.0,2011-10-28 11:33:00,0.39,15028.0,United Kingdom
553148,22963,JAM JAR WITH GREEN LID,12.0,2011-05-13 14:09:00,0.85,,Hong Kong
555653,22570,FELTCRAFT CUSHION RABBIT,3.0,2011-06-06 14:12:00,3.75,17673.0,United Kingdom
554787,21165,BEWARE OF THE CAT METAL SIGN,4.0,2011-05-26 11:51:00,1.69,16356.0,United Kingdom
557961,23209,LUNCH BAG DOILEY PATTERN,10.0,2011-06-24 08:40:00,1.65,18257.0,United Kingdom
545895,22857,ASSORTED EASTER GIFT TAGS,1.0,2011-03-07 17:14:00,10.79,,United Kingdom
569046,22694,WICKER STAR,18.0,2011-09-30 10:48:00,2.1,14422.0,United Kingdom
579167,22672,FRENCH BATHROOM SIGN BLUE METAL,2.0,2011-11-28 14:06:00,1.65,16800.0,United Kingdom
560025,21981,PACK OF 12 WOODLAND TISSUES typoo,2.0,,0.29,18283.0,United Kingdom ???
571104,23354,6 GIFT TAGS 50'S CHRISTMAS,12.0,2011-10-13 15:58:00,0.83,18130.0,United Kingdom
543300,20676,RED RETROSPOT BOWL,12.0,2011-02-07 11:42:00,1.25,13334.0,United Kingdom
577480,23408,PHOTO FRAME LINEN AND LACE SMALL,6.0,2011-11-20 11:37:00,2.08,14525.0,United Kingdom
579759,23681,LUNCH BAG RED VINTAGE DOILY,100.0,2011-11-30 15:02:00,1.45,15251.0,United Kingdom
552660,22352,LUNCH BOX WITH CUTLERY RETROSPOT,1.0,2011-05-10 15:03:00,4.96,,United Kingdom
559142,22844,VINTAGE CREAM DOG FOOD CONTAINER,2.0,,8.5,17719.0,United Kingdom
541695,21270,ANTIQUE CREAM CUTLERY CUPBOARD,2.0,2011-01-20 18:01:00,8.29,,United Kingdom
574059,23416,CHAMBRE HOOK,1.0,2011-11-02 14:13:00,1.65,14646.0,Netherlands
544909,22608,PENS ASSORTED FUNKY JEWELED,144.0,,0.21,14298.0,United Kingdom
570872,21929,JUMBO BAG PINK VINTAGE PAISLEY,1.0,,4.13,,United Kingdom
570521,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE bad_value,4.0,2011-10-11 10:43:00,4.25,12371.0,Switzerland ###
540255,90165A,PINK ROSEBUD PEARL EARRINGS,1.0,2011-01-05 16:50:00,2.54,,United Kingdom
554996,48138,DOORMAT UNION FLAG ???,1.0,,7.95,16407.0,United Kingdom
543171,21557,SET OF 6 FUNKY BEAKERS,1.0,2011-02-04 09:11:00,5.63,,United Kingdom INVALID
568712,22115,METAL SIGN EMPIRE TEA,2.0,2011-09-28 15:50:00,0.79,17841.0,United Kingdom
549435,21383,PACK OF 12 STICKY BUNNIES,48.0,2011-04-08 12:33:00,0.65,12356.0,Portugal
544637,21975,PACK OF 60 DINOSAUR CAKE CASES,24.0,2011-02-22 11:20:00,0.55,16546.0,United Kingdom
547923,22854,CREAM SWEETHEART EGG HOLDER,4.0,2011-03-28 13:35:00,4.95,14344.0,United Kingdom
572302,82494L,WOODEN FRAME ANTIQUE WHITE,2.0,2011-10-23 14:47:00,2.95,15427.0,United Kingdom
567880,47591D,PINK FAIRY CAKE CHILDRENS APRON,8.0,2011-09-22 14:56:00,1.95,15398.0,United Kingdom
570014,16169E,WRAP 50'S  CHRISTMAS,25.0,2011-10-07 09:56:00,0.42,15214.0,United Kingdom
546389,48184,DOORMAT ENGLISH ROSE,2.0,2011-03-11 13:56:00,7.95,16801.0,United Kingdom
569026,23296,SET OF 6 TEA TIME BAKING CASES,8.0,2011-09-30 10:18:00,1.25,16101.0,United Kingdom
540021,79321,CHILLI LIGHTS,48.0,2011-01-04 12:51:00,4.25,17841.0,United Kingdom
545377,22227,HANGING HEART MIRROR DECORATION,2.0,,0.65,14606.0,United Kingdom
544040,85049G,CHOCOLATE BOX RIBBONS,1.0,2011-02-15 11:40:00,1.25,14701.0,United Kingdom
545333,22699,ROSES REGENCY TEACUP AND SAUCER mixed_CASE,6.0,2011-03-01 16:22:00,5.79,,United Kingdom ???
577400,22355,CHARLOTTE BAG SUKI DESIGN,10.0,2011-11-18 17:20:00,0.85,16201.0,United Kingdom
578293,22867,HAND WARMER BIRD DESIGN,12.0,2011-11-23 14:36:00,2.1,15640.0,United Kingdom
556219,21719,LOVELY BONBON STICKER SHEET INVALID,12.0,,34.0,17731.0,United Kingdom @@@
565840,22726,ALARM CLOCK BAKELIKE GREEN,1.0,2011-09-07 12:02:00,7.46,,United Kingdom
572932,23320,GIANT 50'S CHRISTMAS CRACKER,12.0,2011-10-27 10:14:00,2.89,15791.0,United Kingdom
552695,23126,FELTCRAFT GIRL AMELIE KIT INVALID,4.0,,4.95,16320.0,Unspecified INVALID
559422,23206,LUNCH BAG APPLE DESIGN,10.0,2011-07-08 12:00:00,1.65,12553.0,France
537195,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",1.0,2010-12-05 13:55:00,1.25,15311.0,United Kingdom
542344,22678,FRENCH BLUE METAL DOOR SIGN 3,40.0,2011-01-27 11:30:00,2.46,,United Kingdom
568567,21933,PINK VINTAGE PAISLEY PICNIC BAG INVALID,1.0,,2.46,,United Kingdom bad_value
565682,47593B,SCOTTIE DOGS BABY BIB,6.0,2011-09-06 10:42:00,0.39,14796.0,United Kingdom
567184,23360,SET 8 CANDLES VINTAGE DOILY,2.0,2011-09-18 15:41:00,1.95,16033.0,United Kingdom
569629,23396,LE JARDIN BOTANIQUE CUSHION COVER,4.0,2011-10-05 11:37:00,3.75,15249.0,United Kingdom
565853,21519,GIN & TONIC DIET GREETING CARD,12.0,2011-09-07 13:19:00,0.42,13756.0,United Kingdom
577074,22897,OVEN MITT APPLES DESIGN,10.0,2011-11-17 15:04:00,1.45,15399.0,United Kingdom
561531,23201,JUMBO BAG ALPHABET,100.0,,1.79,14364.0,United Kingdom mixed_CASE
548604,22844,VINTAGE CREAM DOG FOOD CONTAINER,1.0,2011-04-01 10:58:00,8.5,,United Kingdom
575176,22819,"BIRTHDAY CARD, RETRO SPOT",3.0,2011-11-08 18:29:00,0.42,,United Kingdom
556815,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,32.0,2011-06-15 08:36:00,0.65,14852.0,United Kingdom
567533,21430,SET/3 RED GINGHAM ROSE STORAGE BOX ???,4.0,,3.75,17651.0,United Kingdom @@@
577769,21165,BEWARE OF THE CAT METAL SIGN,12.0,,1.69,16379.0,United Kingdom bad_value
562276,23076,ICE CREAM SUNDAE LIP GLOSS,24.0,2011-08-04 10:23:00,1.25,17735.0,United Kingdom
575477,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,1.0,2011-11-09 16:14:00,4.96,,United Kingdom
543272,82494L,WOODEN FRAME ANTIQUE WHITE,6.0,,2.95,14810.0,United Kingdom INVALID
581129,84879,ASSORTED COLOUR BIRD ORNAMENT mixed_CASE,8.0,,1.69,15498.0,United Kingdom bad_value
579885,21287,SCENTED VELVET LOUNGE CANDLE,12.0,2011-11-30 17:37:00,0.38,15444.0,United Kingdom
547074,22726,ALARM CLOCK BAKELIKE GREEN,4.0,2011-03-20 14:35:00,3.75,13102.0,United Kingdom ???
546007,35911B,PINK/FLOWER RABBIT EGG WARMER,7.0,2011-03-08 15:34:00,0.83,,United Kingdom
540801,21497,FANCY FONTS BIRTHDAY WRAP,25.0,2011-01-11 12:25:00,0.42,12540.0,Spain
544586,21212,PACK OF 72 RETROSPOT CAKE CASES @@@,1.0,,0.55,17338.0,United Kingdom
551686,21754,HOME BUILDING BLOCK WORD,2.0,2011-05-03 12:53:00,5.95,13668.0,United Kingdom
570374,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1.0,2011-10-10 12:34:00,9.95,14719.0,United Kingdom
553902,20840,FRENCH FLORAL CUSHION COVER,12.0,2011-05-19 18:02:00,0.85,15809.0,United Kingdom
577319,22614,PACK OF 12 SPACEBOY TISSUES,12.0,2011-11-18 13:43:00,0.39,17301.0,United Kingdom
572549,21329,DINOSAURS  WRITING SET INVALID,1.0,,3.29,,United Kingdom bad_value
572066,22737,RIBBON REEL CHRISTMAS PRESENT typoo,10.0,2011-10-20 13:07:00,1.65,15159.0,United Kingdom bad_value
579787,21888,BINGO SET,2.0,2011-11-30 15:33:00,7.46,,United Kingdom
557523,47599A,PINK PARTY BAGS @@@,12.0,,2.1,12971.0,United Kingdom INVALID
539595,21703,BAG 125g SWIRLY MARBLES,1.0,2010-12-20 13:43:00,0.85,,United Kingdom
573343,17003,BROCADE RING PURSE,10.0,2011-10-30 11:59:00,0.39,13566.0,United Kingdom
570086,23344,JUMBO BAG 50'S CHRISTMAS,10.0,2011-10-07 11:22:00,2.08,17086.0,United Kingdom
572301,23198,PANTRY MAGNETIC  SHOPPING LIST,3.0,2011-10-23 14:41:00,1.45,1007640.0,United Kingdom
564172,22364,GLASS JAR DIGESTIVE BISCUITS,1.0,2011-08-23 14:19:00,2.95,16033.0,United Kingdom
537434,21210,SET OF 72 RETROSPOT PAPER  DOILIES typoo,1.0,,2.98,,United Kingdom
540848,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1.0,2011-01-12 09:26:00,3.36,,United Kingdom
563952,23245,SET OF 3 REGENCY CAKE TINS,4.0,2011-08-22 10:44:00,4.95,15572.0,United Kingdom
566076,22374,AIRLINE BAG VINTAGE JET SET RED mixed_CASE,4.0,,4.25,12449.0,Belgium bad_value
559506,22499,WOODEN UNION JACK BUNTING,1.0,2011-07-08 15:17:00,4.96,,United Kingdom
577807,23393,HOME SWEET HOME CUSHION COVER,4.0,2011-11-22 08:26:00,3.75,15699.0,United Kingdom
579187,84596F,SMALL MARSHMALLOWS PINK BOWL,5.0,2011-11-28 15:31:00,0.83,,United Kingdom
578251,23198,PANTRY MAGNETIC  SHOPPING LIST,2.0,2011-11-23 12:45:00,1.45,15993.0,United Kingdom
563924,82552,WASHROOM METAL SIGN,1.0,2011-08-21 14:32:00,1.45,15984.0,United Kingdom
548327,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2.0,2011-03-30 13:05:00,2.08,16788.0,United Kingdom
559316,23307,SET OF 60 PANTRY DESIGN CAKE CASES,24.0,2011-07-07 13:54:00,0.55,12647.0,Germany
569110,23209,LUNCH BAG VINTAGE DOILY typoo,10.0,,1.65,17675.0,United Kingdom typoo
547882,79000,MOROCCAN TEA GLASS,12.0,2011-03-28 07:53:00,0.85,14911.0,EIRE
578305,23557,LANDMARK FRAME BAKER STREET,3.0,2011-11-23 15:44:00,10.95,14088.0,United Kingdom
569718,23389,SPACEBOY MINI BACKPACK,4.0,2011-10-06 09:01:00,4.15,15837.0,United Kingdom
555249,21294,ETCHED GLASS COASTER @@@,8.0,,0.39,17472.0,United Kingdom ???
554990,21668,RED STRIPE CERAMIC DRAWER KNOB,12.0,2011-05-29 13:57:00,1.25,16567.0,United Kingdom
575930,20846,ZINC HEART LATTICE T-LIGHT HOLDER typoo,1.0,,2.46,,United Kingdom
566040,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16.0,2011-09-08 13:38:00,0.65,12540.0,Spain
566720,21317,GLASS SPHERE CANDLE STAND MEDIUM,2.0,2011-09-14 12:42:00,5.45,13634.0,United Kingdom
574479,21592,RETROSPOT CIGAR BOX MATCHES,2.0,2011-11-04 12:39:00,1.25,18035.0,United Kingdom @@@
549192,20724,RED RETROSPOT CHARLOTTE BAG INVALID,10.0,,0.85,14961.0,United Kingdom
544931,22808,SET OF 6 T-LIGHTS EASTER CHICKS,6.0,,2.95,13501.0,Switzerland ###
577101,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4.0,2011-11-17 16:51:00,3.75,13138.0,United Kingdom
572244,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,12.0,2011-10-21 15:54:00,1.25,14233.0,United Kingdom
576880,23569,TRADTIONAL ALPHABET STAMP SET,4.0,2011-11-16 17:03:00,198.0,14911.0,EIRE
538177,21903,MAN FLU METAL SIGN,100.0,2010-12-10 09:51:00,4.21,,United Kingdom
540848,84748,FOLK FELT HANGING MULTICOL GARLAND,2.0,2011-01-12 09:26:00,2.51,,United Kingdom
556932,22485,SET OF 2 WOODEN MARKET CRATES,1.0,2011-06-15 15:41:00,24.96,,United Kingdom
557937,47566,PARTY BUNTING ###,2.0,,10.79,,United Kingdom ???
538169,82484,WOOD BLACK BOARD ANT WHITE FINISH ###,2.0,2010-12-09 19:28:00,6.45,13230.0,United Kingdom
554376,21937,STRAWBERRY   PICNIC BAG,2.0,2011-05-24 11:31:00,2.95,15719.0,United Kingdom
569000,22294,HEART FILIGREE DOVE  SMALL,24.0,2011-09-29 17:36:00,1.25,17015.0,United Kingdom
576638,20682,RED RETROSPOT CHILDRENS UMBRELLA,6.0,2011-11-16 09:35:00,3.25,13890.0,United Kingdom
536544,22697,GREEN REGENCY TEACUP AND SAUCER,6.0,2010-12-01 14:32:00,5.91,,United Kingdom
554714,23112,PARISIENNE CURIO CABINET @@@,1.0,,14.96,,United Kingdom typoo
579946,23300,GARDENERS KNEELING PAD CUP OF TEA,4.0,2011-12-01 10:44:00,1.65,15993.0,United Kingdom
580527,21181,PLEASE ONE PERSON METAL SIGN typoo,2.0,2011-12-04 15:19:00,2.1,13736.0,United Kingdom mixed_CASE
579508,16235,RECYCLED PENCIL WITH RABBIT ERASER ???,3.0,,0.42,,United Kingdom
547623,22979,PANTRY WASHING UP BRUSH mixed_CASE,12.0,,1.45,15641.0,United Kingdom ???
561900,22951,60 CAKE CASES DOLLY GIRL DESIGN,5.0,2011-07-31 15:31:00,0.55,16655.0,United Kingdom
549129,22435,SET OF 9 HEART SHAPED BALLOONS,1.0,2011-04-06 14:53:00,1.25,17042.0,United Kingdom
565151,23247,BISCUIT TIN 50'S CHRISTMAS,6.0,2011-09-01 14:29:00,2.89,16923.0,United Kingdom
559984,21981,PACK OF 12 WOODLAND TISSUES,12.0,2011-07-14 11:45:00,0.29,16657.0,United Kingdom
546636,22230,JIGSAW TREE WITH WATERING CAN,5.0,2011-03-15 12:19:00,0.85,14534.0,United Kingdom
580983,20840,FRENCH FLORAL CUSHION COVER,1.0,2011-12-06 16:26:00,3.29,,United Kingdom
580360,23189,SET OF 12 FORK CANDLES typoo,12.0,2011-12-02 16:14:00,2.89,14493.0,United Kingdom INVALID
550471,84692,BOX OF 24 COCKTAIL PARASOLS,3.0,2011-04-18 13:52:00,0.83,,United Kingdom
574826,22736,RIBBON REEL MAKING SNOWMEN,1.0,2011-11-07 10:58:00,1.65,15870.0,United Kingdom
566850,22735,RIBBON REEL SOCKS AND MITTENS,10.0,2011-09-15 12:04:00,1.65,13662.0,United Kingdom mixed_CASE
552264,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6.0,2011-05-08 11:38:00,1.25,14959.0,United Kingdom @@@
550899,21212,PACK OF 72 RETROSPOT CAKE CASES,24.0,2011-04-21 12:07:00,0.55,13505.0,Switzerland
553768,21328,BALLOONS  WRITING SET,5.0,2011-05-19 10:47:00,3.29,,United Kingdom
540968,85034A,3 GARDENIA MORRIS BOXED CANDLES,6.0,2011-01-12 13:40:00,4.25,17338.0,United Kingdom
578935,22385,JUMBO BAG SPACEBOY DESIGN,3.0,2011-11-27 12:52:00,2.08,15351.0,United Kingdom
572229,22697,GREEN REGENCY TEACUP AND SAUCER,6.0,2011-10-21 14:23:00,2.95,14329.0,United Kingdom
547910,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,2.0,2011-03-28 12:23:00,0.65,14159.0,United Kingdom
551468,22896,PEG BAG APPLES DESIGN,1.0,2011-04-28 16:21:00,4.96,,United Kingdom
579414,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2.0,2011-11-29 12:52:00,2.95,14719.0,United Kingdom
561093,21871,SAVE THE PLANET MUG,12.0,2011-07-25 10:01:00,1.25,12540.0,Spain
578068,22111,SCOTTIE DOG HOT WATER BOTTLE,2.0,2011-11-22 15:45:00,4.95,14505.0,United Kingdom
546856,47591D,PINK FAIRY CAKE CHILDRENS APRON,8.0,2011-03-17 14:12:00,1.95,15433.0,United Kingdom
570598,23269,SET OF 2 CERAMIC CHRISTMAS TREES,12.0,2011-10-11 11:55:00,1.45,14175.0,United Kingdom
572035,22916,HERB MARKER THYME,60.0,,0.65,14646.0,Netherlands
555923,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1.0,2011-06-07 17:09:00,4.96,,United Kingdom
547860,22139,RETROSPOT TEA SET CERAMIC 11 PC,2.0,2011-03-27 12:21:00,4.95,17625.0,United Kingdom
543107,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED @@@,6.0,,2.95,13800.0,United Kingdom @@@
565460,22610,PENS ASSORTED FUNNY FACE,144.0,2011-09-05 09:24:00,0.19,16843.0,United Kingdom
